2025-02-13 02:12:23-EID[]-SID[]-[INFO] TASK[Home - Member]-Fetching member details from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
2025-02-13 02:12:23-EID[]-SID[]-[INFO] TASK[Home - Member]-Successfully fetched member details from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
2025-02-13 02:18:58-EID[]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Login]-Login attempt for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
2025-02-13 02:18:58-EID[]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Login]-Querying admin table for admin@mvsdlab.com
2025-02-13 02:18:58-EID[168920-MVSDLAB]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Generate EID]-Generated EID 168920-MVSDLAB for user admin@mvsdlab.com
2025-02-13 02:18:58-EID[168920-MVSDLAB]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Login]-User admin@mvsdlab.com logged in successfully from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
2025-02-13 02:18:59-EID[168920-MVSDLAB]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
2025-02-13 02:18:59-EID[168920-MVSDLAB]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Fetch Notifications]-Fetched notifications from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
2025-02-13 02:18:59-EID[168920-MVSDLAB]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
2025-02-13 02:19:00-EID[168920-MVSDLAB]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Fetch Dashboard Data]-Fetching dashboard data for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
2025-02-13 02:19:03-EID[168920-MVSDLAB]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Fetch Dashboard Data]-Dashboard data fetched successfully for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
2025-02-13 02:19:04-EID[168920-MVSDLAB]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Fetch Messages Chart Data]-Fetched messages chart data for the past 7 days from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
2025-02-13 02:19:05-EID[168920-MVSDLAB]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
2025-02-13 02:19:06-EID[168920-MVSDLAB]-SID[109441b3-e253-49eb-8da9-6b579348bd95]-[INFO] TASK[Fetch Professors List]-Fetched professors list successfully from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0
